study,year,location,state,site_altitude,region,fungicide,inc_mean_check,inc_mean,yld_mean_check,yld_mean,yld_mse,yld_sd,design
60,2016/2017,Pitanga,PR,952,South,FLUO-2,46.5,7.25,3484.49,4550.06,60015.54,250.0672788,1
60,2016/2017,Pitanga,PR,952,South,FLUZ-2,46.5,17.25,3484.49,3993.75,60015.54,257.6602223,1
60,2016/2017,Pitanga,PR,952,South,PROCY-2,46.5,14.13,3484.49,4187.4,60015.54,249.3528359,1
60,2016/2017,Pitanga,PR,952,South,TIOF-4,46.5,22.75,3484.49,4175.87,60015.54,240.8618113,1
61,2016/2017,Silvânia,GO,1050,North,AACHECK-0,53.44,53.44,2098.05,2098.05,24159.54,259.2911041,1
61,2016/2017,Silvânia,GO,1050,North,CARB+PROCY-2,53.44,22.5,2098.05,3322.75,24159.54,115.8533987,1
61,2016/2017,Silvânia,GO,1050,North,DIMO+BOSC-2,53.44,17.81,2098.05,3693.35,24159.54,81.7430731,1
61,2016/2017,Silvânia,GO,1050,North,FLUO-2,53.44,21.88,2098.05,3508.7,24159.54,107.6600204,1
61,2016/2017,Silvânia,GO,1050,North,FLUZ-2,53.44,20.94,2098.05,3621.3,24159.54,295.4110131,1
61,2016/2017,Silvânia,GO,1050,North,PROCY-2,53.44,22.66,2098.05,3363.93,24159.54,130.2272272,1
61,2016/2017,Silvânia,GO,1050,North,TIOF-4,53.44,23.13,2098.05,3477.95,24159.54,153.5964735,1
62,2016/2017,Uberlândia,MG,863,North,AACHECK-0,23.75,23.75,3220,3220,16247.86,56.56854249,1
62,2016/2017,Uberlândia,MG,863,North,CARB+PROCY-2,23.75,1.5,3220,3990,16247.86,151.8771433,1
62,2016/2017,Uberlândia,MG,863,North,DIMO+BOSC-2,23.75,2.25,3220,4070,16247.86,123.5583533,1
62,2016/2017,Uberlândia,MG,863,North,FLUO-2,23.75,2.5,3220,4095,16247.86,98.8264472,1
62,2016/2017,Uberlândia,MG,863,North,FLUZ-2,23.75,5.5,3220,4087.5,16247.86,131.497782,1
62,2016/2017,Uberlândia,MG,863,North,PROCY-2,23.75,4.88,3220,3950,16247.86,147.8416141,1
62,2016/2017,Uberlândia,MG,863,North,TIOF-4,23.75,9,3220,3685,16247.86,101.1599394,1
63,2016/2017,Montividiu,GO,921,North,AACHECK-0,82,82,2855.72,2855.72,141349.33,381.0294754,1
63,2016/2017,Montividiu,GO,921,North,CARB+PROCY-2,82,23.88,2855.72,4148.45,141349.33,407.5316538,1
63,2016/2017,Montividiu,GO,921,North,DIMO+BOSC-2,82,20,2855.72,4257.59,141349.33,527.8271066,1
63,2016/2017,Montividiu,GO,921,North,FLUO-2,82,23.75,2855.72,4033.94,141349.33,344.1058675,1
63,2016/2017,Montividiu,GO,921,North,FLUZ-2,82,23.75,2855.72,4305.23,141349.33,338.2414626,1
63,2016/2017,Montividiu,GO,921,North,PROCY-2,82,26.63,2855.72,4075.86,141349.33,318.2367657,1
63,2016/2017,Montividiu,GO,921,North,TIOF-4,82,49.39,2855.72,3640.27,141349.33,446.5946456,1
64,2016/2017,Chapadão do Sul,MS,813,North,AACHECK-0,54.08,54.08,3893.44,3893.44,57527.34,381.5320255,2
64,2016/2017,Chapadão do Sul,MS,813,North,CARB+PROCY-2,54.08,11.88,3893.44,4413.25,57527.34,276.2229162,2
64,2016/2017,Chapadão do Sul,MS,813,North,DIMO+BOSC-2,54.08,3.75,3893.44,4274.4,57527.34,125.3255905,2
64,2016/2017,Chapadão do Sul,MS,813,North,FLUO-2,54.08,16.25,3893.44,4303.36,57527.34,224.7765208,2
64,2016/2017,Chapadão do Sul,MS,813,North,FLUZ-2,54.08,17.5,3893.44,3947.99,57527.34,180.6484106,2
64,2016/2017,Chapadão do Sul,MS,813,North,TIOF-4,54.08,41.25,3893.44,3931.42,57527.34,249.5365071,2
65,2016/2017,Palmeira,PR,865,South,AACHECK-0,14.69,14.69,3014.52,3014.52,18324,114.012866,1
65,2016/2017,Palmeira,PR,865,South,CARB+PROCY-2,14.69,4.69,3014.52,3078.79,18324,76.78435261,1
65,2016/2017,Palmeira,PR,865,South,DIMO+BOSC-2,14.69,3.13,3014.52,3135.09,18324,176.9155135,1
65,2016/2017,Palmeira,PR,865,South,FLUO-2,14.69,2.81,3014.52,3137.8,18324,94.83945506,1
65,2016/2017,Palmeira,PR,865,South,FLUZ-2,14.69,3.44,3014.52,3006.72,18324,184.9884482,1
65,2016/2017,Palmeira,PR,865,South,PROCY-2,14.69,4.69,3014.52,3069.78,18324,152.1678068,1
65,2016/2017,Palmeira,PR,865,South,TIOF-4,14.69,6.88,3014.52,3016.17,18324,106.4863294,1
66,2016/2017,Mauá da Serra,PR,909,South,AACHECK-0,11.88,11.88,3555.59,3555.59,81653.48,222.3983195,1
66,2016/2017,Mauá da Serra,PR,909,South,CARB+PROCY-2,11.88,2.81,3555.59,4327.88,81653.48,536.1551974,1
66,2016/2017,Mauá da Serra,PR,909,South,DIMO+BOSC-2,11.88,0.63,3555.59,4428.08,81653.48,268.1980771,1
66,2016/2017,Mauá da Serra,PR,909,South,FLUO-2,11.88,2.81,3555.59,4227.81,81653.48,334.1678552,1
66,2016/2017,Mauá da Serra,PR,909,South,FLUZ-2,11.88,2.82,3555.59,4062.14,81653.48,518.9756121,1
66,2016/2017,Mauá da Serra,PR,909,South,PROCY-2,11.88,1.88,3555.59,4146.24,81653.48,250.2926171,1
66,2016/2017,Mauá da Serra,PR,909,South,TIOF-4,11.88,5.31,3555.59,3812.43,81653.48,131.1816935,1
